,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,umap_3d_x,umap_3d_y,umap_3d_z
1334,1334,"In an article posted by NBC News on Monday, the AP argues that even erstwhile allies, like tennis great and gay activist Martina Navratilova, can become resentful of transgender women dominating their sport.",http://feedproxy.google.com/~r/breitbart/~3/iBeQzweSWhA/,Breitbart,sport,right,Non-biased,Entirely factual,[],8.691272,5.0419292,1.6890442
1335,1335,"In an astounding bit of revisionist history, Democratic House Speaker Nancy Pelosi now claims that Trump’s January shutdown of travel from China, which Benen does not even mention, didn’t go far enough.",https://thefederalist.com/2020/04/28/msnbc-lies-about-trumps-coronavirus-response/?dg,Federalist,vaccine,,Biased,Somewhat factual but also opinionated,"['revisionist', 'claims']",5.776375,5.8637805,4.869362
1336,1336,"In an echo of her iconic 1995 speech in Beijing as First Lady, where she declared that ""human rights are women's rights and women's rights are human rights,"" Secretary of State Hillary Rodham Clinton delivered a speech on Dec. 6, 2011, to the United Nations declaring, ""Gay rights are human rights, and human rights are gay rights.""",https://www.nbcnews.com/feature/nbc-out/very-lgbtq-decade-gay-marriage-trans-rights-rainbow-wave-n1107901?icid=related,MSNBC,gender,left,Non-biased,Entirely factual,[],8.054289,4.9158196,2.6548412
1337,1337,"In an emailed statement, a Trump Organization spokeswoman blasted de Blasio for “using the power of his office to try and launch an investigation into his political opponent.” The statement called the allegations “unfounded and clearly motivated by politics.”",https://www.alternet.org/2020/01/we-found-major-red-flags-in-trump-taxes-now-the-nyc-mayor-wants-a-criminal-investigation/,Alternet,taxes,left,Biased,Somewhat factual but also opinionated,"['blasted', 'allegations']",5.6893425,6.8705378,3.5057702
1338,1338,"In an era in which domestic terrorism is an increasingly deadly societal scourge, it’s dangerous when a sitting American president lies to rabid followers with tales of infants being executed in medical facilities.",http://www.msnbc.com/rachel-maddow-show/trumps-lies-about-abortion-take-alarming-and-incendiary-turn,MSNBC,abortion,left,Biased,Expresses writer’s opinion,"['scourge', 'rabid', 'followers', 'lies']",7.9287505,5.5796146,5.0444613
1339,1339,"In an interview excerpt broadcast by CNN on Saturday, Harris said Trump had a track record of suppressing expert opinion about the coronavirus pandemic and that she worried that might happen again in the case of a prospective vaccine.",https://www.reuters.com/article/us-health-coronavirus-usa-politics/kamala-harris-says-trump-not-credible-on-possible-covid-19-vaccine-idUSKBN25W0U1,Reuters,vaccine,,Non-biased,Entirely factual,[],5.877926,3.9615333,4.32804
1340,1340,"In another clip, the group can be seen scrambling for their cars after sirens go off, a newly added security feature.",https://www.nbcnews.com/news/nbcblk/white-nationalists-caught-trying-film-video-front-emmett-till-memorial-n1075776,MSNBC,white-nationalism,left,Non-biased,Entirely factual,[],7.618118,8.23695,1.6968081
1341,1341,"In answering questions on everything from pollution to mental health, Warren returned again and again to her plan to tax the super-rich – including a wealth tax – to pay for a host of ambitious programs, including universal child care, student loan debt cancellation and tuition-free higher education.",https://www.reuters.com/article/us-usa-election-warren/seeking-fresh-momentum-democrat-warren-recalibrates-medicare-for-all-rhetoric-idUSKBN1YM2KY?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],3.5720835,6.7749295,5.622399
1342,1342,"In August, Planned Parenthood made the decision to opt out of the federal family planning grant program, portraying itself as a victim of the Trump administration.",https://www.breitbart.com/politics/2020/01/03/democrat-gov-phil-murphy-spends-9-5-million-in-nj-taxpayers-funds-on-planned-parenthood/,Breitbart,abortion,right,Biased,Somewhat factual but also opinionated,[],7.9212437,5.2992034,5.3898687
1343,1343,"In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September.",https://www.nbcnews.com/business/business-news/blackrock-ceo-says-climate-crisis-about-trigger-fundamental-reshaping-finance-n1115276?cid=public-rss_20200114,MSNBC,environment,left,Non-biased,Entirely factual,[],2.7281637,4.1790223,3.829075
1344,1344,"In California, where personal income taxes account for about 70% of the state’s general fund revenue, a year-over-year increase of 35.2% last month made up for lagging revenue from the tax in December and January, according to H.D. Palmer, a spokesman for the state’s finance department.",https://www.reuters.com/article/us-usa-states-taxation-analysis/u-s-states-cheer-april-income-tax-deluge-but-analysts-urge-caution-idUSKCN1SR26T?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],3.4999788,5.5485344,5.1696844
1345,1345,"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.",https://www.huffpost.com/entry/donald-trump-law-and-order-1968-2020_n_5ed92c23c5b691340ea25979,HuffPost,elections-2020,left,Biased,Expresses writer’s opinion,[],8.05947,7.888057,1.8924302
1346,1346,"In Chicago, Democratic Mayor Lori Lightfoot, who had initially blasted the news, said the U.S. attorney’s office will supervise the additional agents joining existing federal law enforcement offices.",https://www.breitbart.com/news/trump-deploys-more-federal-agents-under-law-and-order-push/,Breitbart,gun control,right,Biased,Somewhat factual but also opinionated,['blasted'],6.248356,7.9423776,2.156371
1347,1347,In contrast to former Justice Anthony Kennedy — a Ronald Reagan nominee and right-wing libertarian — Thomas has been an unyielding culture warrior.,https://feeds.feedblitz.com/~/629308744/0/alternet_all~Clarence-Thomas-claims-Roe-v-Wade-doesn%e2%80%99t-have-a-%e2%80%98shred%e2%80%99-of-constitutional-support/,Alternet,marriage-equality,,Biased,Expresses writer’s opinion,"['culture', 'warrior']",7.334159,5.8625584,4.9496837
1348,1348,"In court and in public, the administration defended the extreme and disruptive measure being based on national security considerations, though it was clearly an instantiation of Trump’s bigoted campaign promise to end all Muslim immigration to the United States.",https://www.alternet.org/2020/02/conservative-magazine-denounces-trumps-cruel-expansion-of-his-muslim-ban/,Alternet,immigration,left,Biased,Expresses writer’s opinion,"['bigoted', 'extreme', 'disruptive']",4.8934526,6.469755,2.0733252
1349,1349,"In Europe, no government has joined Trump’s anti-Iran crusade (though John Bolton is whispering in the ear of the new Trump-loving prime minister, Boris Johnson.)",https://www.alternet.org/2019/08/how-secret-israeli-attacks-in-iraq-are-driving-trumps-anti-iran-campaign/,Alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,"['whispering', 'crusade', 'Trump-loving']",5.245212,5.6855044,1.8741325
1350,1350,In every case legislators are being swarmed by right-wing activists who don’t hesitate to use deceit and hysteria to stop Equal Rights Amendment (ERA) ratification from happening.,https://www.alternet.org/2019/04/republicans-want-to-make-sex-discrimination-legal-and-theyre-moving-fast/,Alternet,gender,left,Biased,Expresses writer’s opinion,"['swarmed', 'deceit', 'hysteria']",8.266143,5.0300517,3.105149
1351,1351,"In fact, Clinton’s plan is so inept in its ability to understand how college funding even operates, and so atrociously far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.",https://thefederalist.com/2015/08/17/mark-cuban-hillarys-college-plan-wont-reduce-student-debt/,Federalist,student-debt,right,Biased,Expresses writer’s opinion,"['so', 'inept', 'atrociously', 'channeling', 'the', 'Simpsons']",3.101632,6.8401937,5.687047
1352,1352,"In fact, New York City Mayor Bill de Blasio announced in late June that he plans to cut the police budget by one billion dollars in the next city budget.",http://feedproxy.google.com/~r/breitbart/~3/azH9Cc0ZdZs/,Breitbart,gun control,right,Non-biased,Entirely factual,[],7.7697353,8.303303,2.360495
1353,1353,"In fact, the scenario of killing babies after they're born that Trump depicted was ridiculously false.",http://www.msnbc.com/rachel-maddow-show/trumps-lies-about-abortion-take-alarming-and-incendiary-turn,MSNBC,abortion,left,Biased,Somewhat factual but also opinionated,"['ridiculously', 'killing']",7.9627213,5.6405654,5.1347427
1354,1354,"In fact, there is every indication that the Obama administration, with the ideological support of the Hillary Clinton campaign team, along with their allies in the politically powerful refugee resettlement industry, continue to aggressively increase both the number of refugees they are bringing in to the United States and the number of locations where those refugees are being resettled.",https://www.breitbart.com/tag/muslim-refugees/,Breitbart,islam,,Biased,Somewhat factual but also opinionated,"['industry', 'aggressively']",4.2671304,6.6584983,2.2825365
1355,1355,"In February, Breitbart News’s John Binder reported that Trump’s travel ban halted almost all legal immigration from countries designated as sponsors of terrorism.",https://www.breitbart.com/immigration/2020/01/11/rashida-tlaib-calls-trumps-alleged-travel-ban-expansion-straight-up-racism/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Biased,Entirely factual,"['sponsors', 'of', 'terrorism']",4.9406567,6.4311066,2.0004725
1356,1356,"In February, Mexican illegal alien Pablo Hernandez was driving a pick-up truck when he struck a six-year-old boy and a 16-year-old teenage boy as they were crossing the street. ",https://www.breitbart.com/politics/2020/05/13/illegal-alien-convicted-for-hit-and-run-that-left-6-year-old-critically-injured/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Biased,Entirely factual,"['illegal', 'alien']",4.1483593,6.5679107,1.7371998
1357,1357,"In Francis, Thunberg has found a kindered spirit. The Jesuit pope has made fighting climate change and caring for God's creation a pillar of his papacy.",https://www.foxnews.com/world/greta-takes-climate-change-campaign-to-vatican-meets-pope,Fox News,environment,right,Non-biased,Entirely factual,[],2.9609365,4.396437,3.5244906
1358,1358,"In general, people with mental or physical disabilities were 13 percent more likely to be arrested as juveniles or young adults than people free of disability, according to the report in the American Journal of Public Health.",https://www.reuters.com/article/us-health-disabilities-law-enforcement/young-people-with-disabilities-more-likely-to-be-arrested-idUSKBN1DA2SZ,Reuters,blm,,Non-biased,Entirely factual,[],7.3285375,8.772568,3.3954377
1359,1359,"In Haiti, President Bill Clinton admitted—after he left office—to a “devil’s bargain” on rice tariffs that was “good for some of my farmers in Arkansas,” but destroyed rice farming and generated hunger and malnutrition in Haiti.",https://www.alternet.org/2020/02/how-u-s-foreign-policy-triggers-crisis-and-immigration/,Alternet,international-politics-and-world-news,left,Non-biased,Entirely factual,[],4.301779,4.839618,3.3698027
1360,1360,"In her Instagram story, Jedrzejczyk posted an image of herself standing behind UFC strawweight champion Weili while wearing a gas mask, implying that she is protecting herself from the possibility of catching the coronavirus, which is currently at the center of a deadly outbreak in China.",https://mmajunkie.usatoday.com/2020/01/zhang-weili-questions-joanna-jedrzejczyk-character-insensitive-joke-coronavirus,USA Today,coronavirus,center,Non-biased,Entirely factual,[],5.4338317,3.486062,3.6441853
1361,1361,"In his brief three-month campaign for president, Michael Bloomberg poured nearly three-quarters of a billion dollars into building an advertising and data-mining juggernaut unlike anything the political world had ever seen.",https://www.reuters.com/article/us-usa-election-bloomberg-insight/bloombergs-big-bet-can-money-beat-bidens-momentum-idUSKBN20P1H5?feedType=RSS&feedName=topNews,Reuters,gun control,center,Non-biased,Somewhat factual but also opinionated,['juggernaut'],4.4465685,6.4965363,4.4981837
1362,1362,"In his defense, Trump and his supporters have claimed that not all the protesters were peaceful, and that there were criminals among them. ",https://www.alternet.org/2020/06/law-and-order-is-a-debased-concept-used-to-cover-up-right-wing-crime-and-depravity-heres-why/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,['claimed'],6.363348,7.4307437,2.8063688
1363,1363,"In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!",https://www.breitbart.com/2020-election/2020/06/05/father-pavone-president-trump-shows-inspiring-leadership-for-believers/,Breitbart,elections-2020,right,Biased,Somewhat factual but also opinionated,[],7.497915,5.4741864,3.5059848
1364,1364,"In his ongoing effort to differentiate between himself and Bernie Sanders, Joe Biden is touting background checks but ignoring the fact they do not stop mass public attackers.",https://www.breitbart.com/politics/2020/03/16/joe-biden-touts-gun-control-that-doesnt-stop-mass-public-attackers/?utm_medium=social&utm_source=facebook,Breitbart,gun-control,right,Biased,Somewhat factual but also opinionated,[],6.90903,9.224523,4.660284
1365,1365,"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.",https://www.foxnews.com/media/hispanic-border-patrol-media-coverage-lara-logan,Fox News,immigration,right,Biased,Somewhat factual but also opinionated,"['explosive', 'allegations']",4.389025,7.4785757,4.4367723
1366,1366,"In July 2019, the New York Times reported that the pilots that flew Epstein’s private planes – including to his island in the Caribbean – had released records of flight logs including names of those who had travelled on the planes ",https://www.reuters.com/article/uk-factcheck-bill-gates-epstein-island/false-claim-bill-gates-traveled-to-epsteins-island-multiple-times-idUSKBN22R2C5,Reuters,#metoo,center,Non-biased,Entirely factual,[],7.4734664,7.5715227,4.579765
1367,1367,"In July, Biden finally revealed his health plan would enshrine Roe v. Wade into the Constitution and force taxpayers to fund abortion.",https://www.breitbart.com/politics/2020/03/16/pro-abortion-joe-biden-campaign-pushes-agenda-catholic-community/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,['force'],7.4592614,5.5168753,5.309957
1368,1368,"In June, an explosive early morning fire rocked the Philadelphia Energy Solutions refinery, terrifying nearby residents.",https://www.nbcnews.com/science/environment/massive-oil-refinery-leaks-toxic-chemical-middle-philadelphia-n1115336?cid=public-rss_20200116,MSNBC,environment,left,Non-biased,Entirely factual,[],7.4741163,8.303874,1.5658777
1369,1369,"In Kalamazoo, the all-male Proud Boys group staged a rally in support of police, clashing with members of the anti-fascist Michigan People’s Defense League and other counter protesters, leading to several arrests, according to a statement by the city’s Department of Public Safety.",https://www.reuters.com/article/us-global-race-protests-stone-mountain/right-wing-groups-clash-with-counter-protesters-in-several-u-s-states-idUSKCN25B117,Reuters,black lives matter,center,Non-biased,Entirely factual,[],7.1331778,8.129563,1.9678322
1370,1370,"In March, President Trump signed an executive order closing the southern border to stop the spread of the virus from undocumented immigrants who are possibly infected.",https://www.foxnews.com/us/how-is-coronavirus-affecting-immigration-into-the-us,Fox News,immigration,right,Non-biased,Entirely factual,[],4.560539,6.4741707,2.4381826
1371,1371,"In Nevada, where candidates must appeal to miners and casino workers among others who make up the Democratic electorate, Biden faces a tough challenge from rival Bernie Sanders.",https://www.reuters.com/article/us-usa-election-biden/democratic-presidential-hopeful-biden-aims-to-keep-nevada-on-his-side-idUSKBN1ZA0VG?feedType=RSS&feedName=topNews,Reuters,blm,,Non-biased,Entirely factual,[],5.4578347,7.053195,4.9799705
1372,1372,"In New Delhi's Shaheen Bagh neighborhood, beside open sewers and electric wires dangling dangerously, a group of Muslim women in colorful headscarves sit in resistance to a new citizenship law that has unleashed protests across the country.",http://rssfeeds.usatoday.com/~/617109646/0/usatodaycomnation-topstories~Muslim-women-protest-Indias-new-citizenship-law/,USA Today,islam,,Non-biased,Entirely factual,[],6.9744854,6.0608993,1.754319
1373,1373,"In New Jersey, Princeton University took former President Woodrow Wilson’s name off a college, citing his racist views.",http://rssfeeds.usatoday.com/~/629445848/0/usatoday-newstopstories~The-fight-over-monuments-asks-who-is-an-American-hero-and-who-is-a-symbol-of-hate/,USA Today,islam,,Non-biased,Entirely factual,[],7.323434,6.709199,2.3788755
1374,1374,"In New York City, the national epicenter of the disease, the same racialized outcomes are observed, with more African Americans being hospitalized and dying from the disease than any other racial group, followed by Latinos.",https://www.alternet.org/2020/05/why-the-calls-of-trump-and-protesters-to-return-to-normal-are-acts-of-white-supremacy/,Alternet,coronavirus,left,Biased,Somewhat factual but also opinionated,['racialized'],5.623096,3.5932312,4.8579617
1375,1375,"In New York, a mother-to-be faces childbirth without her husband, in Texas, hundreds of women seeking abortions are turned away, across the country, women are facing postponed mammograms and devastated by suspended fertility treatments.",https://www.reuters.com/article/us-health-coronavirus-usa-women/solo-childbirth-halted-fertility-treatments-womens-healthcare-takes-hit-from-coronavirus-idUSKBN21D3OY?feedType=RSS&feedName=topNews,Reuters,abortion,center,Non-biased,Somewhat factual but also opinionated,[],8.051646,5.1139975,5.64832
1376,1376,"In October, Breitbart London reported that French police are allegedly actively assisting migrants to avoid detection by UK Border Force, telling them when and when not to attempt to cross the channel, according to a people smuggler.",https://www.breitbart.com/europe/2020/01/02/number-migrants-trying-cross-english-channel-up-400-over-2018/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Non-biased,Entirely factual,['smuggler'],4.4383163,6.493764,1.6808828
1377,1377,"In office, however, Trump has continued the GOP crusade against Medicaid. ",https://www.alternet.org/2020/02/trump-just-handed-democrats-a-huge-gift-if-they-can-figure-out-how-to-use-it/,Alternet,universal health care,left,Biased,No agreement,['crusade'],5.0139656,5.7924147,6.3822646
1378,1378,"In one 2018 study, researchers with Brandeis University in Massachusetts found that respite programmes could save several thousands of dollars per hospital patient by cutting down on expensive readmissions.",https://uk.reuters.com/article/usa-homelessness-health/feature-medical-respite-offers-a-place-to-rest-in-u-s-cities-battling-homelessness-idUKL8N23Y4KA,Reuters,universal health care,center,Non-biased,Entirely factual,[],4.8965964,5.2711124,6.481649
1379,1379,In one of his his most recent lies President Donald Trump now says he’s always known and felt the coronavirus crisis is a pandemic.,https://www.alternet.org/2020/03/trump-slammed-for-insisting-hes-always-known-this-is-a-pandemic-after-calling-coronavirus-a-hoax/,Alternet,vaccine,,Biased,Somewhat factual but also opinionated,['lies'],5.3143134,4.536168,3.977082
1380,1380,"In one Senate committee, a bipartisan effort was under way on Tuesday to repair Obamacare without repealing it, led by the Republican health committee chairman, Lamar Alexander, and the panel’s top Democrat, Patty Murray.",https://www.reuters.com/article/us-usa-congress-healthcare/congress-revisits-obamacare-this-time-with-a-bipartisan-twist-idUSKCN1BN2ZS,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.242459,5.8261366,6.28576
1381,1381,"In one week, the U.S.-Iranian confrontation heated up, culminating with the rocket attack on U.S. troops in Iraqi bases.",http://rssfeeds.usatoday.com/~/614787132/0/usatodaycomworld-topstories~days-in-Iraq-How-USIran-conflict-led-to-generals-death/,USA Today,islam,,Non-biased,Entirely factual,[],5.2034554,5.648226,1.5314497
1382,1382,"In other cases, governors have granted the tax break to their political donors and, in some cases, themselves or their families.",https://www.alternet.org/2020/01/treasury-department-inspector-general-opens-probe-into-abuse-of-the-trump-tax-cut-law/,Alternet,middle-class,left,Non-biased,No agreement,[],3.7808816,5.8035827,5.2264485
1383,1383,"In other words, it would be much harder to arrest an illegal alien in this country than it is to arrest you.",https://www.breitbart.com/clips/2020/02/07/carlson-warns-of-radical-new-way-forward-act-protecting-criminals-from-deportation-makes-the-green-new-deal-look-like-the-status-quo/?utm_source=facebook&utm_medium=social,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['illegal', 'alien']",4.1005197,6.655609,2.252432
1384,1384,"In other words, the agency responsible for protecting consumers now wants to make it easier for them to get stuck in a cycle of debt they can never repay.",https://www.huffpost.com/entry/bank-fees-high-cost-low-income_l_5c5ccfd9e4b03afe8d65f468,HuffPost,student-debt,left,Non-biased,Expresses writer’s opinion,[],2.6984322,6.919229,5.7391524
1385,1385,"In part, it seems, this is because Trump is hoping he can defuse the impact of the outbreak on his own fortunes through force of will.",https://www.alternet.org/2020/02/trump-is-already-bungling-the-coronavirus-response-and-it-could-get-much-worse/,Alternet,vaccine,,Biased,Expresses writer’s opinion,"['hoping', 'force', 'of', 'will']",5.036617,4.7765903,4.043379
1386,1386,"In Philadelphia, the most hated man during the coronavirus pandemic might very well be Joel Freedman — the wealthy, Los Angeles-based real estate investor who has kept a large hospital closed even as cases in the city rise.",https://www.alternet.org/2020/04/the-wealthy-real-estate-investor-keeping-a-philadelphia-hospital-closed-during-pandemic-stands-to-receive-huge-tax-savings-from-coronavirus-stimulus/,Alternet,taxes,left,Biased,No agreement,['might'],5.636275,4.3851194,4.0514503
1387,1387,"In Philadelphia, there were also reports that the city was ignoring social distancing standards by cramming their new voting machines (one per jurisdiction) into multi-precinct voting locations, which forced voters and poll workers to stand on top of each other.",https://www.alternet.org/2020/06/we-just-got-a-sneak-peek-of-what-the-november-election-could-look-like/,Alternet,elections-2020,left,Non-biased,Entirely factual,['cramming'],5.8792877,6.637574,5.4739175
1388,1388,"In Portland, demonstrations following the deaths of George Floyd and a long list of other Black citizens stopped by police in routine matters have grown wild enough to be called “riots,” by authorities, though the damage seems mostly minor vandalism to the outside of buildings, including the federal courthouse. ",https://www.alternet.org/2020/07/the-battle-of-portland-is-just-plain-crazy-but-what-else-would-you-expect-in-donald-trumps-dystopian-america/,Alternet,black lives matter,left,Non-biased,Entirely factual,[],7.41937,8.094762,1.7620219
1389,1389,"In practical terms, Trump wants to make the transition from dramatically curtailing refugee admissions to effectively ending refugee admissions.",http://www.msnbc.com/rachel-maddow-show/would-the-trump-admin-effectively-halt-the-us-refugee-program,MSNBC,immigration,left,Biased,Somewhat factual but also opinionated,['dramatically'],4.574065,6.466137,2.2162604
1390,1390,"In practice, that means it's hard to trust Bezos' pledge when Amazon, the source of his wealth, has been aggressively courting oil and gas companies with its cloud computing services and threatened workers who campaigned for stronger climate action with dismissal. ",https://www.nbcnews.com/think/opinion/jeff-bezos-climate-change-philanthropy-has-quite-few-hidden-strings-ncna1143791?cid=public-rss_20200228,MSNBC,environment,left,Biased,Somewhat factual but also opinionated,['aggressively'],3.0300484,4.7669334,4.0004683
1391,1391,"In practice, the U.S. quietly provides health care to at least ten million illegal migrants who are in the United States, while also erecting tough physical and legal barriers to the arrival of yet more illegal aliens.",http://feedproxy.google.com/~r/breitbart/~3/fa62T5_8tMY/,Breitbart,universal health care,right,Non-biased,Entirely factual,"['illegal', 'aliens']",3.8249266,6.588262,2.5190883
1392,1392,"In reality, the Trump administration implemented Operation Warp Speed, which created a public-private partnership to fast-track a coronavirus vaccine.",http://feedproxy.google.com/~r/breitbart/~3/vUctXkYCFGM/,Breitbart,vaccine,,Non-biased,Entirely factual,['reality'],5.510002,4.050639,4.3343277
1393,1393,"In reality, this is the usual hard-left suspects doing their damnedest to destabilise UK democracy at a time when it is already being heavily frayed by the ongoing lockdown.",http://feedproxy.google.com/~r/breitbart/~3/eShF07EQbG8/,Breitbart,black lives matter,right,Biased,Expresses writer’s opinion,"['damnedest', 'hard-left', 'suspects']",7.806647,7.511124,2.298655
1394,1394,"In recent months, Trump has begun aggressively attacking mail voting, a process that is standard in some states now and which many others are expanding because of concerns that in-person voting could spread the coronavirus. Trump has repeatedly claimed that expanding voting by mail will let Democrats cheat, even though he, his press secretary and a top adviser have all voted by mail in recent elections.",https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775,HuffPost,trump-presidency,left,Biased,Somewhat factual but also opinionated,['aggressively'],5.878782,6.5541906,5.5049205
1395,1395,"In recent weeks, Saks’ problems have been compounded by widespread U.S. protests that included some incidents of looting after worldwide outrage at a white police officer killing George Floyd, a black man, by kneeling on his neck for more than eight minutes.",https://uk.reuters.com/article/saks-security/saks-shields-flagship-ny-store-with-razor-wire-security-dogs-from-looters-idUKL1N2DM1JO,Reuters,black lives matter,center,Non-biased,Entirely factual,[],8.333078,7.978578,1.5790439
1396,1396,"In recent years, the Fed has also revamped its recruiting system for economists to attract more women and minorities, with a particular focus on bringing them in as research assistants to kick-start their careers.",https://www.reuters.com/article/us-usa-fed-diversity-insight/too-white-too-male-fed-takes-on-diversity-one-bank-board-member-at-a-time-idUSKCN20L1FN?feedType=RSS&feedName=topNews,Reuters,blm,,Non-biased,Entirely factual,[],8.625888,5.801325,2.161898
1397,1397,"In response to Hawley’s criticisms, Sargent went to his blog Monday night to accuse Hawley of racialist dog-whistles.",https://www.breitbart.com/politics/2019/10/22/jake-tapper-seems-to-imply-josh-hawley-is-antisemitic/,Breitbart,white-nationalism,right,Biased,Somewhat factual but also opinionated,"['accuse', 'dog-whistles']",6.5174103,6.6415706,3.4873638
1398,1398,"In Santa Fe, New Mexico, officials took down a statue of Diego de Vargas, a Spanish conquistador who brutalized Native Americans.",http://rssfeeds.usatoday.com/~/629445848/0/usatoday-newstopstories~The-fight-over-monuments-asks-who-is-an-American-hero-and-who-is-a-symbol-of-hate/,USA Today,islam,,Non-biased,Entirely factual,[],7.2914486,7.666245,2.0352883
1399,1399,"In September, Trump made roughly his ten-zillionth claim that he had a ""much better"" health care plan than Biden, despite having no health care plan. ",https://www.alternet.org/2020/10/ralph-nader-mitch-mcconnell-is-brazen-evil-cruel-and-the-last-thing-he-deserves-is-a-seventh-term/,Alternet,universal health care,left,Biased,Expresses writer’s opinion,"['ten-zillionth', 'claim']",4.9742293,5.9854655,6.422184
1400,1400,"In so doing, Hawley, populist firebrand that he is, showed that he was willing to overturn the stale orthodoxies that have mildewed our economy and undermined our security.",http://feedproxy.google.com/~r/breitbart/~3/6YKD4JYfGD4/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['mildewed', 'populist', 'firebrand']",6.601389,6.439193,3.5909696
1401,1401,"In Spain, hundreds of thousands of women, wearing purple and raising their fists, took to the streets of cities around the country calling for greater gender equality.",https://www.reuters.com/article/us-womens-day/gender-equality-rights-on-agenda-on-international-womens-day-idUSKCN1QP18R?feedType=RSS&feedName=topNews,Reuters,gender,center,Non-biased,Entirely factual,[],7.837342,7.0009494,1.4662267
1402,1402,"In spite of higher incomes, significant wealth-building among the middle class has not manifested, McBride pointed out.",https://www.nbcnews.com/business/economy/trump-says-american-worker-top-priority-economists-are-skeptical-n1119386?cid=public-rss_20200121,MSNBC,middle-class,left,Non-biased,Entirely factual,[],3.282615,6.0990324,4.2375574
1403,1403,"In stark contrast to the arrests of peaceful anti-lockdown protesters in Hyde Park the day before, the Metropolitan Police took no actions to stop the left-wing demonstration that lasted well into the evening and spanned several miles of the city.",http://feedproxy.google.com/~r/breitbart/~3/Kk--EUtbwz8/,Breitbart,black lives matter,right,Biased,Entirely factual,[],7.383547,8.034292,1.5709205
1404,1404,"In the case of student debt cancellation, they also force people to make painful choices: Does a young couple put off getting married to get their student debt reduced? Do they wait another year before taking good jobs, so that they qualify? Must a struggling young person stay away from his parents’ home and couch-surf for a year to obtain the benefit?",https://www.alternet.org/2019/06/bernie-got-it-right-full-student-debt-cancellation-is-the-best-approach/,Alternet,student-debt,left,Biased,Somewhat factual but also opinionated,['painful'],2.6951482,7.0694423,5.6420574
1405,1405,"In the chaos of this moment, it seems likely that Joe Biden will just squeeze into the presidency and that he'll certainly win the popular vote, Donald Trump's Mussolini-like behavior and election night false claim of victory notwithstanding",https://www.alternet.org/2020/11/trumps-through-the-looking-glass-presidency-has-turned-the-country-upside-down/,Alternet,gun control,left,Biased,Somewhat factual but also opinionated,"['Mussolini-like', 'behavior']",5.589852,6.619394,4.423782
1406,1406,"In the dominant political fight in D.C., Donald Trump wants a giant wall along the U.S./Mexico border.",http://www.msnbc.com/rachel-maddow-show/what-trump-prepared-offer-exchange-border-wall,MSNBC,immigration,left,Biased,Somewhat factual but also opinionated,[],4.5869107,6.6605897,2.6718118
1407,1407,"In the immediate aftermath of Parkland, Trump had initially expressed support for the type of strict gun legislation the National Rifle Association has long opposed, but abandoned those promises just a couple weeks later. ",https://www.huffpost.com/entry/trump-statement-parkland_n_5c657c08e4b0aec93d3c3bee,HuffPost,gun-control,left,Non-biased,Entirely factual,[],7.634668,9.349916,4.3342853
1408,1408,"In the Joe Biden-Bernie Sanders “Unity” platform, Democrats are vowing to provide free, American taxpayer-funded health care to illegal aliens who are able to enroll in former President Obama’s Deferred Action for Childhood Arrivals (DACA) program.",http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,Breitbart,universal health care,right,Non-biased,Somewhat factual but also opinionated,"['illegal', 'aliens']",3.8317661,6.7085123,2.8652053
